country,spname,year,source,Introduction_code,iso3c,Reference,
Argentina,Phytophthora sojae,1993,EPPO GD,"Present, restricted distribution",ARG,"Barreto, D.; Gurfinkel, B. S. de; Fortugno, C. (1995) Plant Disease 79 (6), 599-600.
------- As P. sojae on soyabeans.
* Barreto, D.; Anderson, T.R.; Gally, M.; Grijalba, P. -  Abstracts (6.72) of papers presented at the 7th International Congress of Plant Pathology, Edinburgh, GB, 1998-08-09/16.
* Grijalba PE, Gally M (2015) Virulence of Phytophthora sojae in the Pampeana subregion of Argentina from 1998 to 2004. Journal of Phytopathology 163(9), 723-730.
----- Increasing extent and virulence.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora cambivora,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora 'raspberry',2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora chlamydospora,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora chlamydospora,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora gonapodyides,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora drechsleri,1979,CAB Abstracts,NA,ARG, 1979 Phytophthora drechsleri. [Distribution map]. Distribution Maps of Plant Diseases NA Map 281,
Argentina,Phytophthora 'raspberry',2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora megasperma,1987,CAB Abstracts,NA,ARG, 1987 Phytophthora megasperma. [Distribution map]. Distribution Maps of Plant Diseases NA Map 157,
Argentina,Phytophthora drechsleri,1950,CAB Abstracts,NA,ARG,"FREZZI, M. J.  1950 The species of Phytophthora in Argentina. Revista de Investigaciones Agricoles 4 47-133 pp.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora capsici,2008,NCBI Biosample,NA,ARG,University of TennesseeSandeshShresthaKumar: https://www.ncbi.nlm.nih.gov/biosample/7286387,
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora gonapodyides,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora drechsleri,2012,CAB Abstracts,NA,ARG,"Iribarren, M. J.; González, B. A.; Velez, M. L.; Greslebin, A.; Steciow, M. 2012 First report of foliar infection of cabbage by Phytophthora drechsleri in Argentina. Plant Disease 96 1830",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora cinnamomi,1950,CAB Abstracts,NA,ARG,"FREZZI, M. J.  1950 The species of Phytophthora in Argentina. Revista de Investigaciones Agricoles 4 47-133 pp.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora palmivora,1943,CAB Abstracts,NA,ARG,"FREZZI, M. J.; MACÓLA, T. 1943 Phytophthorapalmivora as a cause of brown rot of citrus. Revista Argentina de Agronomia 10 227-30",
Argentina,Phytophthora megasperma,1993,EPPO GD,Detailed record NA,ARG,EPPO Reporting Service No. 09  Occurrence of Phytophthora megasperma f. sp. glycinea races in Argentina,
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora boehmeriae,1998,CAB Abstracts,NA,ARG, 1998 Phytophthora boehmeriae. [Distribution map]. Distribution Maps of Plant Diseases NA Map 203,
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora sojae,1966,CAB Abstracts,NA,ARG,"Waterhouse, G. M.; Waterston, J. M. 1966 Phytophthora megasperma. [Descriptions of Fungi and Bacteria]. IMI Descriptions of Fungi and Bacteria NA Sheet 115",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora cactorum,2012,CAB Abstracts,NA,ARG,"Iribarren, M. J.; González, B. A.; Filippini, S. 2012 Phytophthora cactorum distribution in a soil profile cultivated with strawberry (Fragaria × ananassa). Summa Phytopathologica 38 17-23",
Argentina,Phytophthora 'raspberry',2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora gonapodyides,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora infestans,2005,CAB Abstracts,NA,ARG,"Forbes, G. A.; Chacón, M. G.; Kirk, H. G.; Huarte, M. A.; Damme, M. van; Distel, S.; Mackay, G. R.; Stewart, H. E.; Lowe, R.; Duncan, J. M.; Mayton, H. S.; Fry, W. E.; Andrivon, D.; Ellissèche, D.; Pellé, R.; Platt, H. W.; MacKenzie, G.; Tarn, T. R.; Colon, L. T.; Budding, D. J.; Lozoya-Saldaña, H.; Hernandez-Vilchis, A.; Capezio, S. 2005 Stability of resistance to Phytophthora infestans in potato: an international evaluation. Plant Pathology 54 364-372",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora sojae,1999,CAB Abstracts,NA,ARG,"Ploper, L. D.; González, V.; Ramallo, N. V. de 1999 Presence of Phytophthora sojae in soya plots in Tucumán and Salta. Avance Agroindustrial 19 16-19",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora cactorum,2011,CAB Abstracts,NA,ARG,"Rivero, V. I.; Giayetto, A.; Rossini, M.; Vera, D. 2011 Detection of Phytophthora cactorum in the irrigation water in commercial orchards of 'Bartlett' pear in Villa Regina, Río Negro, Argentina. Acta Horticulturae NA 521-526",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora gonapodyides,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora palmivora,1998,CAB Abstracts,NA,ARG,"Gonzalez, V.; Ramallo, J.; Ramallo, N. E. V. de; Ploper, L. D.; Torres Leal, G. 1998 Fig fruit rot caused by Phytophthora palmivora in fig crops in Tucuman, Argentina. Fitopatología 33 228-231",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora palmivora,1997,CAB Abstracts,NA,ARG,"González, V.; Ramallo, J.; Ramallo, N. E. V. de; Ploper, L. D.; Torres Leal, G. 1997 Fruit rot caused by Phytophthora palmivora on fig in Tucumán. Avance Agroindustrial 17 26-27",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora boehmeriae,2017,CAB Abstracts,NA,ARG, 2017 Phytophthora boehmeriae. [Distribution map]. Distribution Maps of Plant Diseases NA Map 203 (Edition 5),
Argentina,Phytophthora infestans,2010,CAB Abstracts,NA,ARG,"Andreu, A. B.; Caldiz, D. O.; Forbes, G. A. 2010 Phenotypic expression of resistance to Phytophthora infestans in processing potatoes in Argentina. American Journal of Potato Research 87 177-187",
Argentina,Phytophthora infestans,2012,CAB Abstracts,NA,ARG,"Lucca, M. F.; Huarte, M. A. 2012 Genotypic variation of Phytophthora infestans populations in Argentina [Conference poster]. Proceedings of the Thirteenth EuroBlight Workshop, St Petersburg, Russia, 9-12 October, 2011 NA 201-204",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora cinnamomi,1991,CAB Abstracts,NA,ARG, 1991 Phytophthora cinnamomi. [Distribution map]. Distribution Maps of Plant Diseases NA Map 302,
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora drechsleri,2015,CAB Abstracts,NA,ARG,"Sosa, M. C.; Lutz, M. C.; Vélez, M. L.; Greslebin, A. 2015 Pre-harvest rot of pear fruit Golden Russet Bosc caused by Phytophthora lacustris and Phytophthora drechsleri in Argentina. Australasian Plant Disease Notes 10 18",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2016,CAB Abstracts,NA,ARG,"Silva, P. V.; Vélez, M. L.; Hernández Otaño, D.; Nuñez, C.; Greslebin, A. G. 2016 Action of fosetyl-Al and metalaxyl against Phytophthora austrocedri. Forest Pathology 46 54-66",
Argentina,Phytophthora gonapodyides,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora citrophthora,1945,CAB Abstracts,NA,ARG,"ARENTSEN, S.  1945 Study of the susceptibility to attack by Phytophthora citrophthora (Sm. &amp; Sm.) Leon, of certain species and varieties of Citrus. Agric. tec., Chile 2 54-58 pp.",
Argentina,Phytophthora austrocedri,2009,EPPO GD,New pest NA,ARG,EPPO Reporting Service No. 01  New species of Phytophthora,
Argentina,Phytophthora cinnamomi,2011,CAB Abstracts,NA,ARG,"Frankel, S. J.; Hansen, E. M. 2011 Forest phytophthora diseases in the Americas: 2007-2010. New Zealand Journal of Forestry Science 41 S159-S167",
Argentina,Phytophthora gonapodyides,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora drechsleri,1991,EPPO GD,"Present, no details",ARG,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora sojae,1998,CAB Abstracts,NA,ARG,"Barreto, D.; Grijalba, P.; Gally, M.; Vallone, S.; Ploper, D. 1998 Prevalence of Phytophthora sojae in the northern Pampean region of Argentina, race characterization and cultivar reaction. Fitopatologia Brasileira 23 54-57",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora sojae,2015,CAB Abstracts,NA,ARG,"Grijalba, P. E.; Gally, M. E. 2015 Virulence of Phytophthora sojae in the Pampeana subregion of Argentina from 1998 to 2004. Journal of Phytopathology 163 723-730",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora austrocedri,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
Argentina,Phytophthora hibernalis,1976,CAB Abstracts,NA,ARG, 1976 Phytophthora hibernalis. [Distribution map]. Distribution Maps of Plant Diseases NA Map 47,
Argentina,Phytophthora hibernalis,1964,CAB Abstracts,NA,ARG,"Waterhouse, G. M.; Waterston, J. M. 1964 Phytophthora hibernalis. [Descriptions of Fungi and Bacteria]. IMI Descriptions of Fungi and Bacteria NA Sheet 31",
Argentina,Phytophthora citricola,1979,CAB Abstracts,NA,ARG, 1979 Phytophthora citricola. [Distribution map]. Distribution Maps of Plant Diseases NA Map 437,
Argentina,Phytophthora cactorum,1984,CAB Abstracts,NA,ARG, 1984 Phytophthora cactorum. [Distribution map]. Distribution Maps of Plant Diseases NA Map 280,
Argentina,Phytophthora syringae,2001,Phytothreats global occurrence database,NA,ARG,"Greslebin, A, pers. comm.",
